trials_square_2.thisRepN,trials_square_2.thisTrialN,trials_square_2.thisN,trials_square_2.thisIndex,trials_square.thisRepN,trials_square.thisTrialN,trials_square.thisN,trials_square.thisIndex,trials_square_rec.thisRepN,trials_square_rec.thisTrialN,trials_square_rec.thisN,trials_square_rec.thisIndex,trials_prac2.thisRepN,trials_prac2.thisTrialN,trials_prac2.thisN,trials_prac2.thisIndex,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,text.started,key_resp.started,mouse_4.started,key_resp.keys,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,text_8.started,key_resp_8.started,mouse_5.started,key_resp_8.keys,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,text_level_1.started,text_level_2.started,text_level_1.stopped,text_level_2.stopped,fixation2.started,fixation2.stopped,grid.started,square_rand.started,grid.stopped,square_rand.stopped,squareShown,text_9.started,grid2.started,mouse.started,square_0.started,square_1.started,square_2.started,square_3.started,square_4.started,square_5.started,square_6.started,square_7.started,square_8.started,square_9.started,square_10.started,square_11.started,square_12.started,square_13.started,square_14.started,square_15.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_10.started,grid3.started,square_16.started,square_17.started,square_18.started,square_19.started,square_20.started,square_21.started,square_22.started,square_23.started,square_24.started,square_25.started,square_26.started,square_27.started,square_28.started,square_29.started,square_30.started,square_31.started,text_10.stopped,grid3.stopped,square_16.stopped,square_17.stopped,square_18.stopped,square_19.stopped,square_20.stopped,square_21.stopped,square_22.stopped,square_23.stopped,square_24.stopped,square_25.stopped,square_26.stopped,square_27.stopped,square_28.stopped,square_29.stopped,square_30.stopped,square_31.stopped,text_result_squares.started,text_end_prac.started,mouse_2.started,key_resp_13.started,number_of_correct_squares_clicked,total_squares_clicked,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,key_resp_13.keys,text_square_end.started,text_11.started,key_resp_9.started,mouse_3.started,key_resp_9.keys,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,text_2.started,key_resp_2.started,mouse_6.started,key_resp_2.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,text_3.started,image_sym.started,text_sym_nsym.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_4.started,image.started,text_sym_nsym_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_5.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,fixation.started,fixation.stopped,image_2.started,text_sym_nsym_3.started,text_countdown.started,text_how_many_correct.started,key_resp_6.started,participant,session,date,expName,psychopyVersion,frameRate,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.51306460000342,32.51306460000342,0.00443879998056218,32.51306460000342,0,3,[0.21574074074074073],[-0.07685185185185185],[1],[0],[0],[0.42431249999208376],None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.94638420001138,32.94638420001138,34.94627890002448,34.94627890002448,34.94627890002448,35.4462125999853,35.4462125999853,35.4462125999853,36.09607189998496,36.09607189998496,square_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.09607189998496,36.595992400019895,36.595992400019895,36.595992400019895,37.245807000028435,37.245807000028435,square_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.245807000028435,37.745882700022776,37.745882700022776,37.745882700022776,38.398336499987636,38.398336499987636,square_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.398336499987636,38.398336499987636,0.0004916999023407698,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,38.398336499987636,[-0.08703703703703704],[-0.22685185185185186],[1],[0],[0],[0.20114229997852817],['square_13'],38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.598126300028525,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
3,0,3,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.79838100000052,38.79838100000052,0.005211799987591803,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,38.79838100000052,[0.22685185185185186],[0.2074074074074074],[1],[0],[0],[0.3930528999771923],['square_3'],39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.1982624999946,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
3,0,3,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.39845360000618,39.39845360000618,0.006284199946094304,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,39.39845360000618,[-0.262037037037037],[-0.06388888888888888],[1],[0],[0],[0.22582400002283975],['square_8'],39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.63172060000943,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,39.8456664000405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8456664000405,39.8456664000405,0.005626099940855056,39.8456664000405,2,3,[-0.025925925925925925],[-0.10833333333333334],[1],[0],[0],[0.06903620000230148],None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.91204750002362,39.91204750002362,41.911773700034246,41.911773700034246,41.911773700034246,42.411874199984595,42.411874199984595,42.411874199984595,43.06163170002401,43.06163170002401,square_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.06163170002401,43.56183510000119,43.56183510000119,43.56183510000119,44.21170260000508,44.21170260000508,square_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.21170260000508,44.71146880002925,44.71146880002925,44.71146880002925,45.36140340002021,45.36140340002021,square_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
4,0,4,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.36140340002021,45.36140340002021,0.013970599917229265,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,45.36140340002021,[0.19166666666666668],[-0.20185185185185187],[1],[0],[0],[0.23453800001880154],['square_15'],45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.61152919998858,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
4,0,4,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.81123320001643,45.81123320001643,0.0059222999843768775,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,45.81123320001643,[-0.1962962962962963],[0.11851851851851852],[1],[0],[0],[0.3760189000167884],['square_4'],46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.194658200023696,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
4,0,4,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.39460669999244,46.39460669999244,0.006196999980602413,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,46.39460669999244,[0.032407407407407406],[-0.07037037037037037],[1],[0],[0],[0.19304049998754635],['square_10'],46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.5946778000216,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,46.79484180000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.79484180000145,46.79484180000145,0.005646499979775399,46.79484180000145,2,3,[0.028703703703703703],[-0.0712962962962963],[1],[0],[0],[0.4261757999775],None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22768810001435,47.22768810001435,47.22768810001435,4.349998198449612e-05,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.028703703703703703],[-0.0712962962962963],[1],[0],[0],[0.7739997999742627],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.01126870000735,48.01126870000735,1.9600032828748226e-05,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.028703703703703703],[-0.0712962962962963],[1],[0],[0],[0.5161501999828033],,,,,,,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.54414670000551,48.54414670000551,48.54414670000551,48.54414670000551,left,1.3940582000068389,,,,,,,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.977384600031655,49.977384600031655,49.977384600031655,49.977384600031655,right,0.014687600021716207,,,,,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.01097200001823,50.01097200001823,space,0.2593402999918908,,,,,,,,559497,001,2023-02-01_19h41.48.348,Symmetry_Span_1,2022.2.5,60.14455140926675,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2939677000395,50.81119229999604,50.81119229999604,50.81119229999604,50.81119229999604,50.81119229999604,50.81119229999604,,,,,,,
