trials_square_2.thisRepN,trials_square_2.thisTrialN,trials_square_2.thisN,trials_square_2.thisIndex,trials_square.thisRepN,trials_square.thisTrialN,trials_square.thisN,trials_square.thisIndex,trials_square_rec.thisRepN,trials_square_rec.thisTrialN,trials_square_rec.thisN,trials_square_rec.thisIndex,trials_prac2.thisRepN,trials_prac2.thisTrialN,trials_prac2.thisN,trials_prac2.thisIndex,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_both.thisRepN,trials_both.thisTrialN,trials_both.thisN,trials_both.thisIndex,trials_both_square.thisRepN,trials_both_square.thisTrialN,trials_both_square.thisN,trials_both_square.thisIndex,text.started,key_resp.started,mouse_4.started,key_resp.keys,key_resp.rt,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,text_8.started,key_resp_8.started,mouse_5.started,key_resp_8.keys,key_resp_8.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,text_level_1.started,text_level_2.started,text_level_1.stopped,text_level_2.stopped,fixation2.started,fixation2.stopped,grid.started,square_rand.started,squareShown,grid.stopped,square_rand.stopped,text_9.started,grid2.started,square_0.started,square_1.started,square_2.started,square_3.started,square_4.started,square_5.started,square_6.started,square_7.started,square_8.started,square_9.started,square_10.started,square_11.started,square_12.started,square_13.started,square_14.started,square_15.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_10.started,grid3.started,square_16.started,square_17.started,square_18.started,square_19.started,square_20.started,square_21.started,square_22.started,square_23.started,square_24.started,square_25.started,square_26.started,square_27.started,square_28.started,square_29.started,square_30.started,square_31.started,text_10.stopped,grid3.stopped,square_16.stopped,square_17.stopped,square_18.stopped,square_19.stopped,square_20.stopped,square_21.stopped,square_22.stopped,square_23.stopped,square_24.stopped,square_25.stopped,square_26.stopped,square_27.stopped,square_28.stopped,square_29.stopped,square_30.stopped,square_31.stopped,text_result_squares.started,text_end_prac.started,mouse_2.started,key_resp_13.started,number_of_correct_squares_clicked,total_squares_clicked,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,key_resp_13.keys,text_square_end.started,text_11.started,key_resp_9.started,mouse_3.started,key_resp_9.keys,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,text_2.started,key_resp_2.started,mouse_6.started,key_resp_2.keys,key_resp_2.rt,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,text_3.started,image_sym.started,text_sym_nsym.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_4.started,image.started,text_sym_nsym_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_5.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,fixation.started,image_2.started,text_sym_nsym_3.started,text_countdown.started,text_how_many_correct.started,key_resp_6.started,fixation.stopped,key_resp_6.keys,key_resp_6.rt,image_3.started,image_4.started,SymmAnswer,text_6.started,text_score.started,text_7.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_12.started,key_resp_10.started,key_resp_10.keys,key_resp_10.rt,text_both_level_1.started,text_both_level_2.started,text_both_level_1.stopped,text_both_level_2.stopped,fixation_both.started,fixation_both.stopped,grid_both.started,square_rand_both.started,grid_both.stopped,square_rand_both.stopped,fixation_both_2.started,fixation_both_2.stopped,image_2_both.started,text_sym_nsym_3_both.started,text_countdown_both.started,text_how_many_correct_both.started,key_resp_6_both.started,key_resp_6_both.keys,key_resp_6_both.rt,image_3_both.started,image_4_both.started,participant,session,date,expName,psychopyVersion,frameRate,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.830563299998175,26.830563299998175,0.00636800000211224,26.830563299998175,0,3,[0.23333333333333334],[-0.19537037037037036],[0],[0],[1],[0.007418100023642182],None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.847021199995652,26.847021199995652,26.847021199995652,4.6200002543628216e-05,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.23333333333333334],[-0.19537037037037036],[0],[0],[1],[0.30661159998271614],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.163783900032286,27.163783900032286,1.999997766688466e-05,space,0.17279229999985546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.380257999990135,27.380257999990135,27.380257999990135,27.380257999990135,left,0.9962715000147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.41356040001847,28.41356040001847,28.41356040001847,28.41356040001847,right,0.0933165000169538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.53000670002075,28.53000670002075,space,0.5781722000101581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.130212799995206,29.63046390004456,29.63046390004456,29.63046390004456,29.63046390004456,29.63046390004456,29.663563700043596,left,1.274752500001341,30.996489300043322,30.996489300043322,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.213893500040285,31.6810761000379,31.6810761000379,31.6810761000379,31.6810761000379,31.6810761000379,31.763088800013065,left,0.11636530002579093,31.86620829999447,31.86620829999447,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.08020830003079,32.54622220003512,32.54622220003512,32.54622220003512,32.54622220003512,32.54622220003512,32.648264300019946,left,0.02407290000701323,32.648264300019946,32.648264300019946,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.84691700001713,33.331349300045986,33.331349300045986,33.331349300045986,33.331349300045986,33.331349300045986,33.4126777999918,left,0.016837599978316575,33.4126777999918,33.4126777999918,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.58214360004058,34.095777500013355,34.095777500013355,34.095777500013355,34.095777500013355,34.095777500013355,34.12940969999181,left,0.04173559998162091,34.198939400026575,34.198939400026575,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4133624000242,34.879463999997824,34.879463999997824,34.879463999997824,34.879463999997824,34.879463999997824,34.94610260002082,left,0.06903129996499047,35.01511949999258,35.01511949999258,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.23009260004619,35.696017600013874,35.696017600013874,35.696017600013874,35.696017600013874,35.696017600013874,35.762586100026965,left,0.08604460000060499,35.846867999993265,35.846867999993265,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.048938199994154,36.52947760000825,36.52947760000825,36.52947760000825,36.52947760000825,36.52947760000825,,left,0.00824519997695461,36.598177600011695,36.598177600011695,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.81308940000599,37.278816500038374,37.278816500038374,37.278816500038374,37.278816500038374,37.278816500038374,37.34572800004389,left,0.08421130001079291,37.41440589999547,37.41440589999547,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.62970350001706,38.09529490000568,38.09529490000568,38.09529490000568,38.09529490000568,38.09529490000568,38.1625280000153,left,0.4306246999767609,38.57865420001326,38.57865420001326,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.811868600023445,38.811868600023445,38.811868600023445,38.811868600023445,space,0.7274563000537455,,,,,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5622110000113,39.5622110000113,space,1.3223956000292674,,,,,,,,,,,,,,,,,,,,,,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_1_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,,,,,,,,,,,40.91199650004273,40.91199650004273,42.91163940000115,42.91163940000115,42.91163940000115,43.411490500031505,43.411490500031505,43.411490500031505,44.06167050002841,44.06167050002841,44.06167050002841,44.57886450004298,44.57886450004298,44.57886450004298,44.57886450004298,44.57886450004298,44.57886450004298,right,0.4626672000158578,45.131829800026026,45.131829800026026,703791,001,2023-02-01_20h14.27.107,Symmetry_Span_1,2022.2.5,59.746864483716465,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_2_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.32932040002197,45.82864180003526,45.77861949999351,45.77861949999351,46.42872550000902,46.42872550000902,46.42872550000902,,,,,,,,,,,,,,,,,
