trials_square_2.thisRepN,trials_square_2.thisTrialN,trials_square_2.thisN,trials_square_2.thisIndex,trials_square.thisRepN,trials_square.thisTrialN,trials_square.thisN,trials_square.thisIndex,trials_square_rec.thisRepN,trials_square_rec.thisTrialN,trials_square_rec.thisN,trials_square_rec.thisIndex,trials_prac2.thisRepN,trials_prac2.thisTrialN,trials_prac2.thisN,trials_prac2.thisIndex,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,text.started,key_resp.started,mouse_4.started,key_resp.keys,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,text_8.started,key_resp_8.started,mouse_5.started,key_resp_8.keys,key_resp_8.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,text_level_1.started,text_level_2.started,text_level_1.stopped,text_level_2.stopped,fixation2.started,fixation2.stopped,grid.started,square_rand.started,grid.stopped,square_rand.stopped,squareShown,text_9.started,grid2.started,square_0.started,square_1.started,square_2.started,square_3.started,square_4.started,square_5.started,square_6.started,square_7.started,square_8.started,square_9.started,square_10.started,square_11.started,square_12.started,square_13.started,square_14.started,square_15.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_10.started,grid3.started,square_16.started,square_17.started,square_18.started,square_19.started,square_20.started,square_21.started,square_22.started,square_23.started,square_24.started,square_25.started,square_26.started,square_27.started,square_28.started,square_29.started,square_30.started,square_31.started,text_10.stopped,grid3.stopped,square_16.stopped,square_17.stopped,square_18.stopped,square_19.stopped,square_20.stopped,square_21.stopped,square_22.stopped,square_23.stopped,square_24.stopped,square_25.stopped,square_26.stopped,square_27.stopped,square_28.stopped,square_29.stopped,square_30.stopped,square_31.stopped,text_result_squares.started,text_end_prac.started,mouse_2.started,key_resp_13.started,number_of_correct_squares_clicked,total_squares_clicked,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,key_resp_13.keys,text_square_end.started,text_11.started,key_resp_9.started,mouse_3.started,key_resp_9.keys,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,text_2.started,key_resp_2.started,mouse_6.started,key_resp_2.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,text_3.started,image_sym.started,text_sym_nsym.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_4.started,image.started,text_sym_nsym_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_5.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,fixation.started,image_2.started,text_sym_nsym_3.started,text_countdown.started,text_how_many_correct.started,key_resp_6.started,fixation.stopped,key_resp_6.keys,key_resp_6.rt,image_3.started,image_4.started,SymmAnswer,participant,session,date,expName,psychopyVersion,frameRate,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.960207199968863,30.960207199968863,0.0047213000361807644,30.960207199968863,0,3,[0.06944444444444445],[-0.03333333333333333],[0],[0],[1],[0.09198480000486597],None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.061582900001667,31.061582900001667,33.061281399976,33.061281399976,33.061281399976,33.5616369000054,33.5616369000054,33.5616369000054,34.211050699988846,34.211050699988846,square_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.211050699988846,34.71157210000092,34.71157210000092,34.71157210000092,35.36128379998263,35.36128379998263,square_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.36128379998263,35.861440799955744,35.861440799955744,35.861440799955744,36.51214219996473,36.51214219996473,square_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,36.51214219996473,0.014242899895180017,[0.06944444444444445],[-0.03333333333333333],[1],[0],[0],[0.05038629996124655],['square_10'],36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.57886329997564,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
3,0,3,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,36.778236699989066,0.0054842999670654535,[0.06944444444444445],[-0.03333333333333333],[1],[0],[0],[0.010909700009506196],['square_10'],36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.79514840000775,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
3,0,3,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,36.99519519996829,0.005267600005026907,[0.06944444444444445],[-0.03333333333333333],[0],[0],[1],[0.11693449999438599],['square_10'],37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,37.12585199996829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.331078099959996,37.331078099959996,0.012716699973680079,37.331078099959996,0,3,[0.06944444444444445],[-0.03333333333333333],[1],[0],[0],[0.04038590000709519],None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.37815389997559,37.37815389997559,37.37815389997559,4.67000063508749e-05,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.06944444444444445],[-0.03333333333333333],[1],[0],[0],[0.10809100000187755],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.494448099983856,37.494448099983856,2.1299987565726042e-05,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.06944444444444445],[-0.03333333333333333],[1],[0],[0],[0.11589869996532798],,,,,,,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.62548129999777,37.62548129999777,37.62548129999777,37.62548129999777,left,1.253440199943725,,,,,,,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.92539409996243,38.92539409996243,38.92539409996243,38.92539409996243,right,0.02824369998415932,,,,,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.975666799989995,38.975666799989995,space,0.3725452999933623,,,,,,,,,,,,,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.37546859995928,39.87591229996178,39.87591229996178,39.87591229996178,39.87591229996178,39.87591229996178,39.90879169997061,right,0.9811033000005409,40.92619889997877,40.92619889997877,right,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.108714499976486,41.608750199957285,41.608750199957285,41.608750199957285,41.608750199957285,41.608750199957285,41.641859699971974,left,0.11724579997826368,41.77841739996802,41.77841739996802,right,279319,001,2023-02-02_11h40.02.427,Symmetry_Span_1,2022.2.5,59.8242125394813,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.994788000010885,42.458119399962015,42.458119399962015,42.458119399962015,42.458119399962015,42.458119399962015,42.52491589996498,,,,,,,,,,,,
