trials_square_2.thisRepN,trials_square_2.thisTrialN,trials_square_2.thisN,trials_square_2.thisIndex,trials_square.thisRepN,trials_square.thisTrialN,trials_square.thisN,trials_square.thisIndex,trials_square_rec.thisRepN,trials_square_rec.thisTrialN,trials_square_rec.thisN,trials_square_rec.thisIndex,trials_prac2.thisRepN,trials_prac2.thisTrialN,trials_prac2.thisN,trials_prac2.thisIndex,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_both.thisRepN,trials_both.thisTrialN,trials_both.thisN,trials_both.thisIndex,trials_both_square.thisRepN,trials_both_square.thisTrialN,trials_both_square.thisN,trials_both_square.thisIndex,trials_both_square_rec.thisRepN,trials_both_square_rec.thisTrialN,trials_both_square_rec.thisN,trials_both_square_rec.thisIndex,text.started,key_resp.started,mouse_4.started,key_resp.keys,key_resp.rt,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,text_8.started,key_resp_8.started,mouse_5.started,key_resp_8.keys,key_resp_8.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,text_level_1.started,text_level_2.started,text_level_1.stopped,text_level_2.stopped,fixation2.started,fixation2.stopped,grid.started,square_rand.started,grid.stopped,square_rand.stopped,squareShown,text_9.started,grid2.started,square_0.started,square_1.started,square_2.started,square_3.started,square_4.started,square_5.started,square_6.started,square_7.started,square_8.started,square_9.started,square_10.started,square_11.started,square_12.started,square_13.started,square_14.started,square_15.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_10.started,grid3.started,square_16.started,square_17.started,square_18.started,square_19.started,square_20.started,square_21.started,square_22.started,square_23.started,square_24.started,square_25.started,square_26.started,square_27.started,square_28.started,square_29.started,square_30.started,square_31.started,text_10.stopped,grid3.stopped,square_16.stopped,square_17.stopped,square_18.stopped,square_19.stopped,square_20.stopped,square_21.stopped,square_22.stopped,square_23.stopped,square_24.stopped,square_25.stopped,square_26.stopped,square_27.stopped,square_28.stopped,square_29.stopped,square_30.stopped,square_31.stopped,text_result_squares.started,text_end_prac.started,mouse_2.started,key_resp_13.started,number_of_correct_squares_clicked,total_squares_clicked,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,key_resp_13.keys,text_square_end.started,text_11.started,key_resp_9.started,mouse_3.started,key_resp_9.keys,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,text_2.started,key_resp_2.started,mouse_6.started,key_resp_2.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,text_3.started,image_sym.started,text_sym_nsym.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_4.started,image.started,text_sym_nsym_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_5.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,fixation.started,fixation.stopped,image_2.started,text_sym_nsym_3.started,text_countdown.started,text_how_many_correct.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,image_3.started,image_4.started,SymmAnswer,text_6.started,text_score.started,text_7.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_12.started,key_resp_10.started,key_resp_10.keys,key_resp_10.rt,text_both_level_1.started,text_both_level_2.started,text_both_level_1.stopped,text_both_level_2.stopped,fixation_both.started,fixation_both.stopped,grid_both.started,square_rand_both.started,grid_both.stopped,square_rand_both.stopped,fixation_both_2.started,fixation_both_2.stopped,image_2_both.started,text_sym_nsym_3_both.started,text_countdown_both.started,text_how_many_correct_both.started,key_resp_6_both.started,key_resp_6_both.keys,key_resp_6_both.rt,image_3_both.started,image_4_both.started,text9_both.started,grid2_both.started,mouse_both.started,square_0_both.started,square_1_both.started,square_2_both.started,square_3_both.started,square_4_both.started,square_5_both.started,square_6_both.started,square_7_both.started,square_8_both.started,square_9_both.started,square_10_both.started,square_11_both.started,square_12_both.started,square_13_both.started,square_14_both.started,square_15_both.started,mouse_both.x,mouse_both.y,mouse_both.leftButton,mouse_both.midButton,mouse_both.rightButton,mouse_both.time,mouse_both.clicked_name,text_10_both.started,grid3_both.started,square_16_both.started,square_17_both.started,square_18_both.started,square_19_both.started,square_20_both.started,square_21_both.started,square_22_both.started,square_23_both.started,square_24_both.started,square_25_both.started,square_26_both.started,square_27_both.started,square_28_both.started,square_29_both.started,square_30_both.started,square_31_both.started,text_10_both.stopped,grid3_both.stopped,square_16_both.stopped,square_17_both.stopped,square_18_both.stopped,square_19_both.stopped,square_20_both.stopped,square_21_both.stopped,square_22_both.stopped,square_23_both.stopped,square_24_both.stopped,square_25_both.stopped,square_26_both.stopped,square_27_both.stopped,square_28_both.stopped,square_29_both.stopped,square_30_both.stopped,square_31_both.stopped,text_result_square_both.started,text_end_prac_both.started,key_resp_12.started,key_resp_12.keys,key_resp_12.rt,text_square_end_both.started,text_14.started,text_accuracy_both.started,text_less_acc.started,key_resp_11.started,mouse_7.started,key_resp_11.keys,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,text_bye.started,key_resp_bye.started,key_resp_bye.keys,key_resp_bye.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.91807970002992,85.91807970002992,0.006685799977276474,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,[-0.21851851851851853],[0.07777777777777778],[1],[0],[0],[0.4256415999843739],['square_4_both'],86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.35136220004642,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,86.58198660000926,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.58198660000926,86.58198660000926,86.58198660000926,space,2.0362225999706425,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_10_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,,,,,,,,,,,88.6484727000352,88.6484727000352,90.64828030002536,90.64828030002536,90.64828030002536,91.14816580002662,91.14816580002662,91.14816580002662,91.79815290000988,91.79815290000988,91.79815290000988,92.31443240004592,92.31443240004592,92.31443240004592,92.31443240004592,92.31443240004592,92.31443240004592,left,1.3616105999681167,93.73263570002746,93.73263570002746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_7_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,,,,,,,,,,,,,,,93.94849440001417,94.44847510004183,94.39853619999485,94.39853619999485,95.0482803999912,95.0482803999912,95.0482803999912,95.58093550003832,95.58093550003832,95.58093550003832,95.58093550003832,95.58093550003832,95.58093550003832,left,0.07097279996378347,95.71385520003969,95.71385520003969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_1_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,,,,,,,,,,,,,,,95.89793330000248,96.3979462000425,96.38141080003697,96.38141080003697,97.0315804000129,97.0315804000129,97.0315804000129,97.54732650000369,97.54732650000369,97.54732650000369,97.54732650000369,97.54732650000369,97.54732650000369,left,0.0062789999647066,97.61397579999175,97.61397579999175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.83054250001442,97.83054250001442,0.04862949997186661,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,97.83054250001442,[-0.21851851851851853],[0.07777777777777778],[1],[0],[0],[0.9710835000150837],['square_4_both'],98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,98.80036110000219,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.00044730002992,99.00044730002992,0.005888099956791848,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,99.00044730002992,[-0.08981481481481482],[0.20277777777777778],[1],[0],[0],[0.5926108999992721],['square_1_both'],99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.60052570002154,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.81450650002807,99.81450650002807,0.0067674999590963125,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,99.81450650002807,[-0.08981481481481482],[0.20277777777777778],[1],[0],[0],[0.1391251000459306],['square_1_both'],99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,99.9468390000402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.16327890002867,100.16327890002867,100.16327890002867,space,1.148105200030841,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_13_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,,,,,,,,,,,101.32999659999041,101.32999659999041,103.32970900001237,103.32970900001237,103.32970900001237,103.82984000002034,103.82984000002034,103.82984000002034,104.47980710002594,104.47980710002594,104.47980710002594,104.99625980004203,104.99625980004203,104.99625980004203,104.99625980004203,104.99625980004203,104.99625980004203,None,,107.04586589999963,107.04586589999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_2_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,,,,,,,,,,,,,,,107.21323290001601,107.71329510002397,107.68012700002873,107.68012700002873,108.32985520001967,108.32985520001967,108.32985520001967,108.84752750000916,108.84752750000916,108.84752750000916,108.84752750000916,108.84752750000916,108.84752750000916,None,,110.89556340000127,110.89556340000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_8_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,,,,,,,,,,,,,,,111.06499149999581,111.56518289999804,111.51509550004266,111.51509550004266,112.16458270000294,112.16458270000294,112.16458270000294,112.69537979998859,112.69537979998859,112.69537979998859,112.69537979998859,112.69537979998859,112.69537979998859,None,,114.74483720003627,114.74483720003627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.91150200000266,114.91150200000266,0.030644499929621816,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,114.91150200000266,[-0.08981481481481482],[0.20277777777777778],[1],[0],[0],[1.6341262999922037],['square_1_both'],116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.54455799999414,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.74457510001957,116.74457510001957,0.006200700008776039,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,116.74457510001957,[-0.08981481481481482],[0.20277777777777778],[1],[0],[0],[1.3756787999882363],['square_1_both'],118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.12769910000497,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.32773760001874,118.32773760001874,0.006558599940035492,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,118.32773760001874,[-0.08981481481481482],[0.20277777777777778],[0],[0],[1],[0.24245070002507418],['square_1_both'],118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.57757270004367,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,118.79448530002264,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.79448530002264,118.79448530002264,118.79448530002264,space,0.7832027999684215,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_1_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,,,,,,,,,,,119.59448160004104,119.59448160004104,121.59410720004234,121.59410720004234,121.59410720004234,122.09401749999961,122.09401749999961,122.09401749999961,122.74383320001652,122.74383320001652,122.74383320001652,123.2605074000312,123.2605074000312,123.2605074000312,123.2605074000312,123.2605074000312,123.2605074000312,left,1.1729081000084989,124.51092650002101,124.51092650002101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_3_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,,,,,,,,,,,,,,,124.72761510004057,125.22760410001501,125.17769989999942,125.17769989999942,125.82769220002228,125.82769220002228,125.82769220002228,126.34491550002713,126.34491550002713,126.34491550002713,126.34491550002713,126.34491550002713,126.34491550002713,left,0.8963025999837555,127.31185120000737,127.31185120000737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_13_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,,,,,,,,,,,,,,,127.5105731000076,128.01089229999343,127.97736469999654,127.97736469999654,128.62704270001268,128.62704270001268,128.62704270001268,129.1596841000137,129.1596841000137,129.1596841000137,129.1596841000137,129.1596841000137,129.1596841000137,left,0.7798097000340931,130.010620200017,130.010620200017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
