trials_square_2.thisRepN,trials_square_2.thisTrialN,trials_square_2.thisN,trials_square_2.thisIndex,trials_square.thisRepN,trials_square.thisTrialN,trials_square.thisN,trials_square.thisIndex,trials_square_rec.thisRepN,trials_square_rec.thisTrialN,trials_square_rec.thisN,trials_square_rec.thisIndex,trials_prac2.thisRepN,trials_prac2.thisTrialN,trials_prac2.thisN,trials_prac2.thisIndex,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_both.thisRepN,trials_both.thisTrialN,trials_both.thisN,trials_both.thisIndex,trials_both_square.thisRepN,trials_both_square.thisTrialN,trials_both_square.thisN,trials_both_square.thisIndex,trials_both_square_rec.thisRepN,trials_both_square_rec.thisTrialN,trials_both_square_rec.thisN,trials_both_square_rec.thisIndex,text.started,key_resp.started,mouse_4.started,key_resp.keys,key_resp.rt,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,text_8.started,key_resp_8.started,mouse_5.started,key_resp_8.keys,key_resp_8.rt,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,text_level_1.started,text_level_2.started,text_level_1.stopped,text_level_2.stopped,fixation2.started,fixation2.stopped,grid.started,square_rand.started,grid.stopped,square_rand.stopped,squareShown,text_9.started,grid2.started,square_0.started,square_1.started,square_2.started,square_3.started,square_4.started,square_5.started,square_6.started,square_7.started,square_8.started,square_9.started,square_10.started,square_11.started,square_12.started,square_13.started,square_14.started,square_15.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_10.started,grid3.started,square_16.started,square_17.started,square_18.started,square_19.started,square_20.started,square_21.started,square_22.started,square_23.started,square_24.started,square_25.started,square_26.started,square_27.started,square_28.started,square_29.started,square_30.started,square_31.started,text_10.stopped,grid3.stopped,square_16.stopped,square_17.stopped,square_18.stopped,square_19.stopped,square_20.stopped,square_21.stopped,square_22.stopped,square_23.stopped,square_24.stopped,square_25.stopped,square_26.stopped,square_27.stopped,square_28.stopped,square_29.stopped,square_30.stopped,square_31.stopped,text_result_squares.started,text_end_prac.started,mouse_2.started,key_resp_13.started,number_of_correct_squares_clicked,total_squares_clicked,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,key_resp_13.keys,text_square_end.started,text_11.started,key_resp_9.started,mouse_3.started,key_resp_9.keys,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,text_2.started,key_resp_2.started,mouse_6.started,key_resp_2.keys,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,text_3.started,image_sym.started,text_sym_nsym.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,text_4.started,image.started,text_sym_nsym_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_5.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,fixation.started,fixation.stopped,image_2.started,text_sym_nsym_3.started,text_countdown.started,text_how_many_correct.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,image_3.started,image_4.started,SymmAnswer,text_6.started,text_score.started,text_7.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_12.started,key_resp_10.started,key_resp_10.keys,key_resp_10.rt,text_both_level_1.started,text_both_level_2.started,text_both_level_1.stopped,text_both_level_2.stopped,fixation_both.started,fixation_both.stopped,grid_both.started,square_rand_both.started,grid_both.stopped,square_rand_both.stopped,fixation_both_2.started,fixation_both_2.stopped,image_2_both.started,text_sym_nsym_3_both.started,text_countdown_both.started,text_how_many_correct_both.started,key_resp_6_both.started,key_resp_6_both.keys,key_resp_6_both.rt,image_3_both.started,image_4_both.started,text9_both.started,grid2_both.started,mouse_both.started,square_0_both.started,square_1_both.started,square_2_both.started,square_3_both.started,square_4_both.started,square_5_both.started,square_6_both.started,square_7_both.started,square_8_both.started,square_9_both.started,square_10_both.started,square_11_both.started,square_12_both.started,square_13_both.started,square_14_both.started,square_15_both.started,mouse_both.x,mouse_both.y,mouse_both.leftButton,mouse_both.midButton,mouse_both.rightButton,mouse_both.time,mouse_both.clicked_name,text_10_both.started,grid3_both.started,square_16_both.started,square_17_both.started,square_18_both.started,square_19_both.started,square_20_both.started,square_21_both.started,square_22_both.started,square_23_both.started,square_24_both.started,square_25_both.started,square_26_both.started,square_27_both.started,square_28_both.started,square_29_both.started,square_30_both.started,square_31_both.started,text_10_both.stopped,grid3_both.stopped,square_16_both.stopped,square_17_both.stopped,square_18_both.stopped,square_19_both.stopped,square_20_both.stopped,square_21_both.stopped,square_22_both.stopped,square_23_both.stopped,square_24_both.stopped,square_25_both.stopped,square_26_both.stopped,square_27_both.stopped,square_28_both.stopped,square_29_both.stopped,square_30_both.stopped,square_31_both.stopped,text_result_square_both.started,text_end_prac_both.started,key_resp_12.started,key_resp_12.keys,key_resp_12.rt,text_square_end_both.started,text_14.started,text_accuracy_both.started,text_less_acc.started,key_resp_11.started,mouse_7.started,key_resp_11.keys,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,text_bye.started,key_resp_bye.started,key_resp_bye.keys,key_resp_bye.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.08858560002409,42.621375099988654,42.55426300002728,42.55426300002728,42.55426300002728,42.55426300002728,42.55426300002728,left,0.6258749999688007,43.237723400001414,43.237723400001414,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.454953200009186,43.98730750003597,43.92083170003025,43.92083170003025,43.92083170003025,43.92083170003025,43.92083170003025,right,0.6457799000199884,44.63801799999783,44.63801799999783,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.85476120002568,45.38748690002831,45.3211050000391,45.3211050000391,45.3211050000391,45.3211050000391,45.3211050000391,right,0.6333561000064947,46.006585200026166,46.006585200026166,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.237292400037404,46.237292400037404,46.237292400037404,46.237292400037404,space,3.2393750000046566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.503587100014556,49.503587100014556,space,3.2570687999832444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_3_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,,,,,,,,,,,52.78652060002787,52.78652060002787,54.78617979999399,54.78617979999399,54.78617979999399,55.28767680004239,55.28767680004239,55.28767680004239,55.937513899989426,55.937513899989426,55.937513899989426,56.452968700032216,56.452968700032216,56.452968700032216,56.452968700032216,56.452968700032216,56.452968700032216,right,0.6965988000156358,57.23605240002507,57.23605240002507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_1_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,,,,,,,,,,,,,,,57.42232230002992,57.922259100014344,57.88866550003877,57.88866550003877,58.53795309999259,58.53795309999259,58.53795309999259,59.068878300022334,59.068878300022334,59.068878300022334,59.068878300022334,59.068878300022334,59.068878300022334,left,0.7117463999893516,59.85284500004491,59.85284500004491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.05547950003529,60.05547950003529,0.03353730001254007,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,60.05547950003529,[0.21481481481481482],[0.20925925925925926],[1],[0],[0],[1.4836052000173368],['square_3_both'],61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,61.53616590000456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.73603050003294,61.73603050003294,0.02019579999614507,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,61.73603050003294,[-0.0787037037037037],[0.22685185185185186],[1],[0],[0],[0.9779856000095606],['square_1_both'],62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.721808500005864,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,62.95242250000592,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.95242250000592,62.95242250000592,62.95242250000592,space,0.7486438000341877,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_9_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,,,,,,,,,,,63.718434300040826,63.718434300040826,65.71890979999444,65.71890979999444,65.71890979999444,66.21871660003671,66.21871660003671,66.21871660003671,66.86868670000695,66.86868670000695,66.86868670000695,67.38432390004164,67.38432390004164,67.38432390004164,67.38432390004164,67.38432390004164,67.38432390004164,right,0.7211616999702528,68.16785090003395,68.16785090003395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_0_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,,,,,,,,,,,,,,,68.38521780003794,68.88495360000525,68.83496529998956,68.83496529998956,69.48493780003628,69.48493780003628,69.48493780003628,70.00073210004484,70.00073210004484,70.00073210004484,70.00073210004484,70.00073210004484,70.00073210004484,left,0.7801236999803223,70.8520445000031,70.8520445000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.06741250003688,71.06741250003688,0.047674299974460155,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,71.06741250003688,[-0.13055555555555556],[-0.016666666666666666],[1],[0],[0],[0.9336668999749236],['square_9_both'],72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.00050409999676,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.20107680000365,72.20107680000365,0.0072675999836064875,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,72.20107680000365,[-0.23796296296296296],[0.1824074074074074],[1],[0],[0],[0.41155780002009124],['square_0_both'],72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.62019159999909,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,72.81908939999994,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.81908939999994,72.81908939999994,72.81908939999994,space,0.7750459000235423,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_1_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,,,,,,,,,,,73.61879139998928,73.61879139998928,75.61840460001258,75.61840460001258,75.61840460001258,76.11877810000442,76.11877810000442,76.11877810000442,76.76820789999329,76.76820789999329,76.76820789999329,77.2832924000104,77.2832924000104,77.2832924000104,77.2832924000104,77.2832924000104,77.2832924000104,left,1.6050413000048138,78.98387370002456,78.98387370002456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_8_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,,,,,,,,,,,,,,,79.15036940004211,79.65031930000987,79.6338257000316,79.6338257000316,80.283399500011,80.283399500011,80.283399500011,80.799199400004,80.799199400004,80.799199400004,80.799199400004,80.799199400004,80.799199400004,right,0.599445800005924,81.45165960001759,81.45165960001759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,square_4_both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,,,,,,,,,,,,,,,81.66654539998854,82.16661680000834,82.11659799999325,82.11659799999325,82.76656230003573,82.76656230003573,82.76656230003573,83.29992920003133,83.29992920003133,83.29992920003133,83.29992920003133,83.29992920003133,83.29992920003133,left,0.6030375999980606,83.96869830001378,83.96869830001378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.14885090000462,84.14885090000462,0.015223999973386526,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,84.14885090000462,[-0.10462962962962963],[0.2388888888888889],[1],[0],[0],[0.5848507999908179],['square_1_both'],84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.73478130000876,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.93483690003632,84.93483690003632,0.00649969995720312,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,84.93483690003632,[-0.2],[-0.018518518518518517],[1],[0],[0],[0.775495600013528],['square_8_both'],85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.71815219998825,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,85.91807970002992,,,,,,,,,,,,,,,,,,,,,,,662529,001,2023-02-02_12h47.07.249,Symmetry_Span_1,2022.2.5,59.96375788705378,
